1317354888.089807034,0.000022882,-0.000004305,0.000584849,-0.000110490,-0.001365417,-0.000213338
1317354888.298078060,0.000023624,-0.000003839,0.000635255,-0.000120832,-0.001214007,-0.000221307
1317354888.506345987,0.000025163,-0.000002860,0.000717898,-0.000125339,-0.001198555,-0.000228609
1317354888.714670897,0.000025802,-0.000001982,0.000790559,-0.000125341,-0.001191886,-0.000233727
1317354888.922933102,0.000026297,-0.000001032,0.000869451,-0.000117573,-0.001221457,-0.000227963
1317354889.131201982,0.000026521,0.000000069,0.000956399,-0.000130343,-0.001347796,-0.000219237
1317354889.339472055,0.000026060,0.000001242,0.001051573,-0.000150775,-0.001458461,-0.000212785
1317354889.547789097,0.000024923,0.000002522,0.001155253,-0.000172408,-0.001565006,-0.000208199
1317354889.756105900,0.000023204,0.000004014,0.001272955,-0.000191828,-0.001730255,-0.000202688
1317354889.964469910,0.000020654,0.000005666,0.001396118,-0.000215759,-0.001858825,-0.000202262
1317354890.172861099,0.000016472,0.000007609,0.001537449,-0.000232596,-0.001960391,-0.000203692
1317354890.381273985,0.000009715,0.000009980,0.001709059,-0.000238455,-0.002049853,-0.000213261
1317354890.589787006,0.000000671,0.000012446,0.001889766,-0.000225739,-0.002071868,-0.000237696
1317354890.798437119,-0.000009849,0.000014910,0.002065735,-0.000191186,-0.002025798,-0.000271047
1317354891.007123947,-0.000022034,0.000016998,0.002234810,-0.000138290,-0.001954439,-0.000305189
1317354891.215840101,-0.000034481,0.000018454,0.002387243,-0.000070189,-0.001816642,-0.000347949
1317354891.424710989,-0.000046700,0.000019420,0.002507221,0.000010117,-0.001605914,-0.000404068
1317354891.633676052,-0.000058547,0.000019908,0.002602613,0.000104886,-0.001354554,-0.000470076
1317354891.842760086,-0.000069396,0.000020123,0.002684200,0.000216978,-0.001107722,-0.000535774
1317354892.051870108,-0.000079898,0.000020671,0.002756666,0.000334590,-0.000839256,-0.000620931
1317354892.260907888,-0.000084701,0.000020160,0.002769530,0.000463808,-0.000580600,-0.000713241
1317354892.469919920,-0.000088812,0.000021089,0.002784339,0.000598587,-0.000358139,-0.000813363
1317354892.783262014,-0.000091973,0.000024391,0.002797683,0.000734966,-0.000089294,-0.000911392
1317354893.200757980,-0.000092707,0.000032156,0.002827161,0.000907984,0.000184785,-0.001003224
1317354893.409487009,-0.000101104,0.000037493,0.002919775,0.001038292,0.000364948,-0.001160223
1317354893.618139982,-0.000108369,0.000039938,0.002984463,0.001118756,0.000472913,-0.001351761
1317354893.826792002,-0.000119567,0.000040223,0.003073642,0.001172464,0.000541353,-0.001564290
1317354894.035423040,-0.000128909,0.000038382,0.003142479,0.001202006,0.000574641,-0.001772458
1317354894.243942976,-0.000141844,0.000030862,0.003230843,0.001197851,0.000558227,-0.001957384
1317354894.452227116,-0.000157303,0.000018606,0.003330494,0.001171841,0.000516341,-0.002111966
1317354894.660182953,-0.000171456,0.000005808,0.003418564,0.001145716,0.000477668,-0.002232913
1317354894.971939087,-0.000185683,-0.000013664,0.003491389,0.001095560,0.000405276,-0.002342408
1317354895.179825068,-0.000199707,-0.000031772,0.003557520,0.001037202,0.000340349,-0.002406835
1317354895.387635946,-0.000211142,-0.000046089,0.003613376,0.000986932,0.000293157,-0.002422421
1317354895.699152946,-0.000228290,-0.000061242,0.003677664,0.000900617,0.000248490,-0.002378381
1317354895.906774044,-0.000244130,-0.000071897,0.003706652,0.000805198,0.000209408,-0.002319409
1317354896.114563942,-0.000258925,-0.000079816,0.003752549,0.000724022,0.000182871,-0.002248328
1317354896.322499037,-0.000272277,-0.000084933,0.003796374,0.000650243,0.000166708,-0.002179524
1317354896.530553102,-0.000287185,-0.000091708,0.003812375,0.000557188,0.000125243,-0.002110607
1317354896.738749027,-0.000300466,-0.000098772,0.003829132,0.000476560,0.000075565,-0.002046656
1317354897.051105022,-0.000314916,-0.000107978,0.003827923,0.000383765,-0.000010429,-0.001972566
1317354897.259399891,-0.000327951,-0.000116507,0.003805177,0.000300798,-0.000114429,-0.001900989
1317354897.467693090,-0.000339461,-0.000125016,0.003796933,0.000232642,-0.000208327,-0.001841807
1317354897.675986052,-0.000348207,-0.000132728,0.003788975,0.000181523,-0.000301160,-0.001782497
1317354897.884330034,-0.000356710,-0.000139360,0.003754416,0.000135603,-0.000427552,-0.001710455
1317354898.092642069,-0.000362786,-0.000143490,0.003719873,0.000107432,-0.000541928,-0.001646068
1317354898.301007032,-0.000367159,-0.000148325,0.003712554,0.000095628,-0.000629086,-0.001595293
1317354898.509375095,-0.000371655,-0.000151204,0.003691437,0.000084644,-0.000730359,-0.001543826
1317354898.717755079,-0.000375010,-0.000151577,0.003666553,0.000081770,-0.000806790,-0.001508236
1317354898.926244974,-0.000376821,-0.000151116,0.003647978,0.000093598,-0.000852773,-0.001484677
1317354899.134756088,-0.000379131,-0.000149852,0.003623568,0.000108055,-0.000909554,-0.001454634
1317354899.343214989,-0.000380455,-0.000148911,0.003608695,0.000132760,-0.000942706,-0.001430353
1317354899.551748991,-0.000381475,-0.000147605,0.003593143,0.000162872,-0.000950972,-0.001409165
1317354899.760288954,-0.000382270,-0.000147132,0.003584512,0.000196090,-0.000938431,-0.001390738
1317354899.968785048,-0.000383667,-0.000146045,0.003573282,0.000222347,-0.000942907,-0.001370192
1317354900.177292109,-0.000385508,-0.000144507,0.003557198,0.000251839,-0.000941432,-0.001346455
1317354900.385783911,-0.000386958,-0.000143908,0.003544957,0.000279306,-0.000921189,-0.001324353
1317354900.594274044,-0.000388694,-0.000143137,0.003530827,0.000301798,-0.000903583,-0.001304764
1317354900.802808046,-0.000390634,-0.000143396,0.003516615,0.000321932,-0.000863649,-0.001290071
1317354901.011372089,-0.000390342,-0.000143491,0.003516603,0.000321957,-0.000863518,-0.001289974
1317354901.219921112,-0.000389396,-0.000143901,0.003516570,0.000322189,-0.000863117,-0.001289822
1317354901.428493977,-0.000386348,-0.000144694,0.003516512,0.000322359,-0.000862020,-0.001290191
1317354901.637172937,-0.000379870,-0.000146682,0.003516178,0.000323358,-0.000859552,-0.001290888
1317354901.845822096,-0.000370752,-0.000149278,0.003515984,0.000324436,-0.000854979,-0.001291613
1317354902.054405928,-0.000356353,-0.000152931,0.003515544,0.000326423,-0.000846084,-0.001291542
1317354902.262949944,-0.000337546,-0.000157423,0.003514195,0.000329199,-0.000832149,-0.001290473
1317354902.471409082,-0.000318772,-0.000161545,0.003513539,0.000332322,-0.000815597,-0.001288630
1317354902.679862976,-0.000295416,-0.000165479,0.003511288,0.000335537,-0.000792626,-0.001285752
1317354902.888307095,-0.000270411,-0.000168835,0.003509779,0.000339314,-0.000764607,-0.001282237
1317354903.096735954,-0.000249117,-0.000169907,0.003507899,0.000339005,-0.000737002,-0.001278664
1317354903.305160999,-0.000228207,-0.000170389,0.003505878,0.000337876,-0.000705336,-0.001274628
1317354903.513622999,-0.000209657,-0.000170074,0.003505236,0.000334852,-0.000674771,-0.001271301
1317354903.722099066,-0.000198315,-0.000168666,0.003504569,0.000330564,-0.000654475,-0.001269485
1317354903.930605888,-0.000187416,-0.000167617,0.003504684,0.000326303,-0.000632465,-0.001267035
1317354904.139123917,-0.000176114,-0.000166388,0.003505384,0.000320227,-0.000607147,-0.001264338
1317354904.347630024,-0.000171708,-0.000164326,0.003505411,0.000313170,-0.000598037,-0.001262497
1317354904.556132078,-0.000165532,-0.000162919,0.003506778,0.000305765,-0.000581128,-0.001259830
1317354904.764655113,-0.000160487,-0.000161770,0.003507492,0.000298639,-0.000565925,-0.001257628
1317354904.973186016,-0.000159551,-0.000160296,0.003507861,0.000293022,-0.000566963,-0.001256435
1317354905.181720018,-0.000156824,-0.000159734,0.003511550,0.000288979,-0.000560376,-0.001253636
1317354905.390229940,-0.000153948,-0.000159457,0.003521072,0.000284046,-0.000552525,-0.001250237
1317354905.598742962,-0.000150561,-0.000159406,0.003531560,0.000277577,-0.000537586,-0.001245255
1317354905.807250023,-0.000149677,-0.000158197,0.003539015,0.000266508,-0.000542430,-0.001240801
1317354906.015707970,-0.000148280,-0.000157547,0.003548905,0.000256247,-0.000541752,-0.001235193
1317354906.224193096,-0.000146141,-0.000157192,0.003560270,0.000243574,-0.000538792,-0.001228900
1317354906.433121920,-0.000145268,-0.000155952,0.003570709,0.000233679,-0.000561521,-0.001224412
1317354906.641168118,-0.000144164,-0.000155361,0.003582830,0.000223218,-0.000574913,-0.001219111
1317354906.849661112,-0.000142517,-0.000155289,0.003599760,0.000215014,-0.000582436,-0.001213936
1317354907.058180094,-0.000141181,-0.000154095,0.003615603,0.000209531,-0.000614580,-0.001210013
1317354907.266690016,-0.000139418,-0.000153512,0.003635882,0.000206157,-0.000635038,-0.001205211
1317354907.475200891,-0.000137546,-0.000153134,0.003653726,0.000203612,-0.000652173,-0.001200146
1317354907.683712959,-0.000135860,-0.000151479,0.003659277,0.000198427,-0.000688658,-0.001196099
